State,Location,hour,value,date
MELAKA,Bukit Rambai,7:00AM,72**,2023-09-13
MELAKA,Bandaraya Melaka,7:00AM,68**,2023-09-13
JOHOR,Segamat,7:00AM,70**,2023-09-13
JOHOR,Batu Pahat,7:00AM,63**,2023-09-13
JOHOR,Kluang,7:00AM,65**,2023-09-13
JOHOR,Larkin,7:00AM,75**,2023-09-13
JOHOR,Pasir Gudang,7:00AM,72**,2023-09-13
JOHOR,Pengerang,7:00AM,52**,2023-09-13
JOHOR,Kota Tinggi,7:00AM,52**,2023-09-13
JOHOR,Tangkak,7:00AM,68**,2023-09-13
PAHANG,Rompin,7:00AM,54**,2023-09-13
PAHANG,Temerloh,7:00AM,75**,2023-09-13
PAHANG,Jerantut,7:00AM,71**,2023-09-13
PAHANG,Indera Mahkota Kuantan,7:00AM,72**,2023-09-13
PAHANG,Balok Baru Kuantan,7:00AM,64**,2023-09-13
TERENGGANU,Kemaman,7:00AM,60**,2023-09-13
TERENGGANU,Paka,7:00AM,59**,2023-09-13
TERENGGANU,Kuala Terengganu,7:00AM,59**,2023-09-13
TERENGGANU,Besut,7:00AM,55**,2023-09-13
KELANTAN,Tanah Merah,7:00AM,54**,2023-09-13
KELANTAN,Kota Bharu,7:00AM,55**,2023-09-13
SABAH,Tawau,7:00AM,29**,2023-09-13
SABAH,Sandakan,7:00AM,42**,2023-09-13
SABAH,Kota Kinabalu,7:00AM,41**,2023-09-13
SABAH,Kimanis,7:00AM,10**,2023-09-13
SABAH,Keningau,7:00AM,43**,2023-09-13
W.P. LABUAN,Labuan,7:00AM,48**,2023-09-13
SARAWAK,Limbang,7:00AM,35**,2023-09-13
SARAWAK,ILP Miri,7:00AM,33**,2023-09-13
SARAWAK,Miri,7:00AM,54**,2023-09-13
SARAWAK,Samalaju,7:00AM,51**,2023-09-13
SARAWAK,Bintulu,7:00AM,52**,2023-09-13
SARAWAK,Mukah,7:00AM,36**,2023-09-13
SARAWAK,Kapit,7:00AM,54**,2023-09-13
SARAWAK,Sibu,7:00AM,36**,2023-09-13
SARAWAK,Sarikei,7:00AM,41**,2023-09-13
SARAWAK,Sri Aman,7:00AM,49**,2023-09-13
SARAWAK,Samarahan,7:00AM,62**,2023-09-13
SARAWAK,Kuching,7:00AM,83**,2023-09-13
PERLIS,Kangar,8:00AM,78**,2023-09-13
KEDAH,Langkawi,8:00AM,60**,2023-09-13
KEDAH,Alor Setar,8:00AM,70**,2023-09-13
KEDAH,Sungai Petani,8:00AM,66**,2023-09-13
KEDAH,Kulim Hi-Tech,8:00AM,65**,2023-09-13
PULAU PINANG,Seberang Jaya,8:00AM,76**,2023-09-13
PULAU PINANG,Seberang Perai,8:00AM,74**,2023-09-13
PULAU PINANG,Minden,8:00AM,76**,2023-09-13
PULAU PINANG,Balik Pulau,8:00AM,77**,2023-09-13
PERAK,Taiping,8:00AM,80**,2023-09-13
PERAK,Tasek Ipoh,8:00AM,74**,2023-09-13
PERAK,Pegoh Ipoh,8:00AM,69**,2023-09-13
PERAK,Seri Manjung,8:00AM,78**,2023-09-13
PERAK,Tanjung Malim,8:00AM,84**,2023-09-13
W.P. KUALA LUMPUR,Batu Muda,8:00AM,86**,2023-09-13
W.P. KUALA LUMPUR,Cheras,8:00AM,84**,2023-09-13
W.P. PUTRAJAYA,Putrajaya,8:00AM,80**,2023-09-13
SELANGOR,Kuala Selangor,8:00AM,89**,2023-09-13
SELANGOR,Petaling Jaya,8:00AM,78**,2023-09-13
SELANGOR,Shah Alam,8:00AM,89**,2023-09-13
SELANGOR,Klang,8:00AM,77**,2023-09-13
SELANGOR,Banting,8:00AM,78**,2023-09-13
NEGERI SEMBILAN,Nilai,8:00AM,79**,2023-09-13
NEGERI SEMBILAN,Seremban,8:00AM,79**,2023-09-13
NEGERI SEMBILAN,Port Dickson,8:00AM,73**,2023-09-13
MELAKA,Alor Gajah,8:00AM,65**,2023-09-13
MELAKA,Bukit Rambai,8:00AM,71**,2023-09-13
MELAKA,Bandaraya Melaka,8:00AM,67**,2023-09-13
JOHOR,Segamat,8:00AM,71**,2023-09-13
JOHOR,Batu Pahat,8:00AM,63**,2023-09-13
JOHOR,Kluang,8:00AM,66**,2023-09-13
JOHOR,Larkin,8:00AM,74**,2023-09-13
JOHOR,Pasir Gudang,8:00AM,71**,2023-09-13
JOHOR,Pengerang,8:00AM,51**,2023-09-13
JOHOR,Kota Tinggi,8:00AM,51**,2023-09-13
JOHOR,Tangkak,8:00AM,67**,2023-09-13
PAHANG,Rompin,8:00AM,53**,2023-09-13
PAHANG,Temerloh,8:00AM,76**,2023-09-13
PAHANG,Jerantut,8:00AM,72**,2023-09-13
PAHANG,Indera Mahkota Kuantan,8:00AM,72**,2023-09-13
PAHANG,Balok Baru Kuantan,8:00AM,64**,2023-09-13
TERENGGANU,Kemaman,8:00AM,60**,2023-09-13
TERENGGANU,Paka,8:00AM,59**,2023-09-13
TERENGGANU,Kuala Terengganu,8:00AM,58**,2023-09-13
TERENGGANU,Besut,8:00AM,55**,2023-09-13
KELANTAN,Tanah Merah,8:00AM,54**,2023-09-13
KELANTAN,Kota Bharu,8:00AM,55**,2023-09-13
SABAH,Tawau,8:00AM,29**,2023-09-13
SABAH,Sandakan,8:00AM,39**,2023-09-13
SABAH,Kota Kinabalu,8:00AM,41**,2023-09-13
SABAH,Kimanis,8:00AM,10**,2023-09-13
SABAH,Keningau,8:00AM,40**,2023-09-13
W.P. LABUAN,Labuan,8:00AM,48**,2023-09-13
SARAWAK,Limbang,8:00AM,36**,2023-09-13
SARAWAK,ILP Miri,8:00AM,34**,2023-09-13
SARAWAK,Miri,8:00AM,55**,2023-09-13
SARAWAK,Samalaju,8:00AM,51**,2023-09-13
SARAWAK,Bintulu,8:00AM,51**,2023-09-13
SARAWAK,Mukah,8:00AM,36**,2023-09-13
SARAWAK,Kapit,8:00AM,54**,2023-09-13
SARAWAK,Sibu,8:00AM,36**,2023-09-13
SARAWAK,Sarikei,8:00AM,39**,2023-09-13
SARAWAK,Sri Aman,8:00AM,48**,2023-09-13
SARAWAK,Samarahan,8:00AM,62**,2023-09-13
SARAWAK,Kuching,8:00AM,83**,2023-09-13
PERLIS,Kangar,9:00AM,77**,2023-09-13
KEDAH,Langkawi,9:00AM,60**,2023-09-13
KEDAH,Alor Setar,9:00AM,70**,2023-09-13
KEDAH,Sungai Petani,9:00AM,65**,2023-09-13
KEDAH,Kulim Hi-Tech,9:00AM,65**,2023-09-13
PULAU PINANG,Seberang Jaya,9:00AM,75**,2023-09-13
PULAU PINANG,Seberang Perai,9:00AM,73**,2023-09-13
PULAU PINANG,Minden,9:00AM,75**,2023-09-13
PULAU PINANG,Balik Pulau,9:00AM,76**,2023-09-13
PERAK,Taiping,9:00AM,80**,2023-09-13
PERAK,Tasek Ipoh,9:00AM,74**,2023-09-13
PERAK,Pegoh Ipoh,9:00AM,69**,2023-09-13
PERAK,Seri Manjung,9:00AM,77**,2023-09-13
PERAK,Tanjung Malim,9:00AM,84**,2023-09-13
W.P. KUALA LUMPUR,Batu Muda,9:00AM,86**,2023-09-13
W.P. KUALA LUMPUR,Cheras,9:00AM,83**,2023-09-13
W.P. PUTRAJAYA,Putrajaya,9:00AM,79**,2023-09-13
SELANGOR,Kuala Selangor,9:00AM,86**,2023-09-13
SELANGOR,Petaling Jaya,9:00AM,79**,2023-09-13
SELANGOR,Shah Alam,9:00AM,91**,2023-09-13
SELANGOR,Klang,9:00AM,77**,2023-09-13
SELANGOR,Banting,9:00AM,78**,2023-09-13
NEGERI SEMBILAN,Nilai,9:00AM,79**,2023-09-13
NEGERI SEMBILAN,Seremban,9:00AM,78**,2023-09-13
NEGERI SEMBILAN,Port Dickson,9:00AM,73**,2023-09-13
MELAKA,Alor Gajah,9:00AM,65**,2023-09-13
MELAKA,Bukit Rambai,9:00AM,71**,2023-09-13
MELAKA,Bandaraya Melaka,9:00AM,67**,2023-09-13
JOHOR,Segamat,9:00AM,71**,2023-09-13
JOHOR,Batu Pahat,9:00AM,63**,2023-09-13
JOHOR,Kluang,9:00AM,66**,2023-09-13
JOHOR,Larkin,9:00AM,72**,2023-09-13
JOHOR,Pasir Gudang,9:00AM,69**,2023-09-13
JOHOR,Pengerang,9:00AM,51**,2023-09-13
JOHOR,Kota Tinggi,9:00AM,50**,2023-09-13
JOHOR,Tangkak,9:00AM,67**,2023-09-13
PAHANG,Rompin,9:00AM,53**,2023-09-13
PAHANG,Temerloh,9:00AM,77**,2023-09-13
PAHANG,Jerantut,9:00AM,73**,2023-09-13
PAHANG,Indera Mahkota Kuantan,9:00AM,72**,2023-09-13
PAHANG,Balok Baru Kuantan,9:00AM,64**,2023-09-13
TERENGGANU,Kemaman,9:00AM,61**,2023-09-13
TERENGGANU,Paka,9:00AM,58**,2023-09-13
TERENGGANU,Kuala Terengganu,9:00AM,59**,2023-09-13
TERENGGANU,Besut,9:00AM,56**,2023-09-13
KELANTAN,Tanah Merah,9:00AM,54**,2023-09-13
KELANTAN,Kota Bharu,9:00AM,55**,2023-09-13
SABAH,Tawau,9:00AM,28**,2023-09-13
SABAH,Sandakan,9:00AM,39**,2023-09-13
SABAH,Kota Kinabalu,9:00AM,43**,2023-09-13
SABAH,Kimanis,9:00AM,10**,2023-09-13
SABAH,Keningau,9:00AM,39**,2023-09-13
W.P. LABUAN,Labuan,9:00AM,49**,2023-09-13
SARAWAK,Limbang,9:00AM,37**,2023-09-13
SARAWAK,ILP Miri,9:00AM,35**,2023-09-13
SARAWAK,Miri,9:00AM,56**,2023-09-13
SARAWAK,Samalaju,9:00AM,51**,2023-09-13
SARAWAK,Bintulu,9:00AM,53**,2023-09-13
SARAWAK,Mukah,9:00AM,35**,2023-09-13
SARAWAK,Kapit,9:00AM,55**,2023-09-13
SARAWAK,Sibu,9:00AM,35**,2023-09-13
SARAWAK,Sarikei,9:00AM,38**,2023-09-13
SARAWAK,Sri Aman,9:00AM,46**,2023-09-13
SARAWAK,Samarahan,9:00AM,62**,2023-09-13
SARAWAK,Kuching,9:00AM,82**,2023-09-13
